Category|Title|Snippet
Business|Rick Stein urges unemployed chefs to join his Cornish empire|The TV chef and food writer Rick Stein is urging unemployed chefs in other parts of the UK to consider moving to Cornwall to work in his family’s rest …
Sport|F1 teams unhappy as Racing Point fined but allowed to race with 'Pink Mercedes'|The Racing Point team have been punished by the FIA after they were judged to have illegally copied part of last year’s Mercedes car. However, before …
Politics|Jeremy Corbyn accuses Labour officials of sabotaging election campaign|Jeremy Corbyn and his former leadership team have openly accused disgruntled Labour officials of potentially costing the party the chance of victory b …
Politics|Fresh calls for Metropolitan police to investigate Cummings' Durham trip|The Metropolitan police is facing fresh calls to investigate Dominic Cummings’ decision to leave London for Durham at the height of the coronavirus pa …
Sport|England v Pakistan: first Test, day three – as it happened|Pakistan lead by 244. Seven wickets for England in what turned out to be a marathon final session at Old Trafford, completing another fantastic day of …
Sport|Entire Cubs-Cardinals series postponed after eighth St Louis player tests positive|The entire three-game series between the Chicago Cubs and St Louis at Busch Stadium was postponed Friday night after two more Cardinals players and a …
Sport|Naseem Shah ready to join ranks of great bowlers as junior member|The first thing you notice about Naseem Shah is his action. It’s smooth and slick and sideways-on, as if the unnatural act of bowling fast were a perf …
Sport|Ben Stokes’ late ‘golden arm’ spell is no surprise to Chris Woakes|The late intervention from Ben Stokes that has kept England believing they can still win the first Test came as no surprise to Chris Woakes, who says …
Sport|Lights out in Melbourne: lack of footy in Australia's capital of sport amplifies city's sullen silence|“Melbourne has no summer,” the novelist George Johnstone once wrote, “only a period of hibernation between football seasons.” In Melbourne, there was …
Sport|Billy Vunipola fears his Lions chances will be hit by playing in Championship|Billy Vunipola is concerned that playing in the Championship for Saracens next season will hamper his chances of playing for the British & Irish Lions …
Sport|US PGA Championship 2020: second round – as it happened|Lorenzo-Vera can’t get up and down for his par. A closing bogey, but a fine 68, and he’s in the thick of it going into Moving Day. Hope you can join u …
Business|'Music is as good as gold or oil': meet the man spending billions on old hits|Livin’ on a Prayer, Heart of Glass, Copacabana, Single Ladies.They’re all huge pop songs and dancefloor favourites of the past 50 years. And according …
Business|From Belfast to Manchester, diners feast on Eat out to help out|Summary: The government-backed Eat out to help out scheme launched at 72,000 venues on Monday, aiming to boost consumer spending and protect 1.8 million jobs i …
Sport|Clark, Brabham, Lauda, Senna: 70 years of Formula One remembered|Summary: Formula One’s challenge of man and machine to move relentlessly forward will this weekend glory in its past. Seventy years since the inaugural world c …
Business|'Sales went berserk!' Eat out scheme serves much-needed help to hard-hit restaurants|Monday to Wednesday is the new weekend according to the restaurant trade after sales went “berserk” during the first week of the government’s discount …
Sport|'They will go to hell and back': a taste of  Super League-style fitness training|The smile on Ade Gardner’s face as I pull into Warrington Wolves’ training ground reminds me what I have agreed to put myself through. Professional sp …
Sport|Mind your language: Premiership rugby's return will be a new ball game|The Premiership returns on Friday, unplugged. After five months of inactivity comes a frenzy of seven rounds in 28 days, but there will be about 200 p …
Politics|Big Labour donors returning to party under Keir Starmer|Former Labour donors who had abandoned the party are already considering renewing their support under Keir Starmer’s leadership, it has emerged. Figur …
Business|‘Zoom is fine, but it can’t match being back in the office’|Temperature checks at reception, spaced-out desks, contactless coffee dispensers and plastic lift-button prodders. Welcome back to work – in an anti-C …
Sport|County cricket: Durham batting collapse hands Lancashire advantage – as it happened|Summary: As the rest of the country sweltered, the sun shone beatifically at Chester-le-Street; with the land left to run wild behind the nets by the head grou …
Business|Australia will take a long time to recover from this recession. Don't believe otherwise|The latest statement on monetary policy from the Reserve Bank brought the good news that the recession due to the coronavirus should not be as deep as …
Business|'It chips away at your self-esteem': Australia's newly unemployed struggle in pandemic's barren job market|At a job interview for a bottle shop attendant in Melbourne two weeks ago, Finley Brentwood asked his interviewers how many other applicants had submi …
Business|Mike Ashley’s results will be gripping, but probably not in a good way|Summary: Can the annual results of Frasers Group, sportswear baron Mike Ashley’s retail empire, be any more exciting than last year’s? This time in 2019, when …
Sport|Dustin Johnson leads US PGA as Woods begins to accept his time is running out|Nothing would explain the madness of golf better than a Dustin Johnson win at the US PGA Championship. This isn’t to undermine Johnson’s status as one …
Business|In today’s Whitehall farce, Boris Johnson doesn’t wear the trousers|For many years, the phrase “Whitehall farce” denoted long-running comedies at the Whitehall theatre, a stone’s throw (or two) from Downing Street and …
Sport|NRL: Cronulla Sharks 12-14 Parramatta Eels – as it happened|“We got pretty lucky there” says a frank Clint Gutherson on TV after his Eels survived being outscored three tries to two by the Sharks in monsoonal c …
Business|UK catering firm cuts jobs, saying Covid-19 may mean no sport crowds until 2021|The world’s largest catering firm is to lay off casual staff after raising doubts over whether crowds will be able to fully return to sporting events …
Sport|Paralympic athletes left in limbo over blind classification rules|Visually impaired athletes say they are being left in limbo by a classification system that means many who are registered disabled are not judged suff …
Business|Bank of England paid £3m in 'golden goodbyes' over 15 months|Summary: The Bank of England paid departing staff almost £3m in “golden goodbyes” over 15 months, at the same time as an exodus of workers from its information …
Business|House for sale in London, good location, overlooks park, a bargain at £185m|Developers have stuck an asking price of £185m on a house overlooking Regent’s Park in central London in what would be the UK’s second most-expensive …
Sport|Nigerian golf pioneer Georgia Oboh: 'I want to be on the path to world No 1'|Georgia Oboh doesn’t bother with mediocre ambitions. Should the 19-year-old hit even a fraction of her immediate targets, the world of golf will owe h …
Sport|Lewis Hamilton welcomes prospect of battle with Red Bull's Max Verstappen|Lewis Hamilton said he welcomes the fight from a resurgent Red Bull and Max Verstappen after he and Mercedes were soundly beaten at the 70th Anniversa …
Politics|Boris Johnson knows his summer break won't be a chance to relax|In August 2010, when David Cameron became the first UK prime minister to take paternity leave as head of a new and largely untested coalition, switchi …
Sport|Super League roundup: St Helens thrash Leeds to keep heat on Wigan|Regan Grace scored a magnificent hat-trick to help the reigning champions, St Helens, thrash Leeds and move to within two points of Wigan at the top o …
Sport|Johanna Konta unconcerned by prospect of Covid-19 waiver at US Open|Johanna Konta has played down concerns related to the waiver players will sign in order to compete at the US Open later this month. The legal waiver a …
Sport|Max Verstappen roars to spectacular victory in 70th Anniversary Grand Prix|While celebrating seven decades of racing’s past, perhaps it was apt that a talent who guarantees Formula One a bright future lit up the 70th Annivers …
Business|One in three UK firms expect to cut jobs by autumn, poll finds|As many as a third of UK employers expect to cut jobs by October, according to a survey that suggests that the economic impact of the coronavirus pand …
Sport|Social distancing eschewed with bench-clearing melee at Astros-A's game|Benches cleared and even the stands emptied during Oakland’s 7-2 victory over the Astros on Sunday, tempers flaring at last between the AL West rivals …
Sport|Richmond groping incident does AFL's cherished 'look of the game' no favours|Sport at any level is a touchy-feely business. The camaraderie brought by that shared adventure compels otherwise measured individuals to think nothin …
Sport|High time to fully appreciate the all-round value of Chris Woakes|It would be easy to paint Chris Woakes as an underrated England cricketer but the truth is, it rather depends where you look and who you listen to. An …
Business|UK insurer Royal London pays out £8.5m on Covid-related deaths|The insurance group Royal London has paid out £8.5m in life insurance claims to the families of more than 1,200 customers whose deaths were attributed …
Business|Eat out to help out scheme increases UK high street footfall|The UK government’s eat out to help out scheme triggered a surge in the number of people visiting high streets and shopping malls last week, especiall …
Sport|Get fans back or Premiership clubs will go bust, warns Exeter chairman|Summary: The Exeter chairman, Tony Rowe, has warned that some Premiership clubs may go bust if crowds are not allowed into stadiums before next year. Exeter ar …
Sport|Collin Morikawa makes grand plans for further glory after US PGA win|Collin Morikawa will not shy away from any sense that victory at the 102nd US PGA Championship is just the beginning. Golf’s latest major champion, wh …
Sport|England v Pakistan: talking points from a thrilling first Test|1) How do England manage without Ben Stokes? With difficulty. The last time he was absent for more than the odd Test was in the 2017-18 Ashes, when he …
Business|McDonald’s sues former CEO over alleged relationships with staff - business live|Time for a recap McDonald’s has launched legal action against former chief executive Steve Easterbrook, accusing him of hiding details of three sexual …
Business|Extent of Britain’s high street decline laid bare in official data|The problems facing high streets up and down Britain are laid bare by analysis of official data showing the struggles that retailers were already faci …
Sport|The innocent fun of Joe Root has been lost to the burdens of England captaincy|Three years ago, I went to Sheffield to interview Joe Root. It was his first summer as England captain and as he parsed his way through a series of so …
Politics|Love of Stilton drives wedge between UK and Japan in post-Brexit trade talks|Having promised to rush through a post-Brexit trade deal, Japan and Britain made significant progress only to discover that the fate of Stilton has dr …
Business|Eat out to help out used 10.5m times in scheme's first week|Summary: Diners across the UK used the government’s eat out to help out scheme more than 10.5m times in its first week, the Treasury said. The scheme offers di …
Sport|Secluded pleasures: why Test cricket remains the best sport not to watch|I spent last week in Shropshire, where my family and a few others had clubbed together to hire out Wilderhope Manor, the wonderful and historic Nation …
Business|Coronavirus batters Domino's underlying profits with 4.6% fall|Domino’s Pizza, Britain’s biggest pizza delivery chain, suffered a drop in orders during the coronavirus pandemic, as it stopped customers collecting …
Sport|'Excellent operator' Julie Harrington is backed to lead horse racing out of crisis|Julie Harrington, newly appointed as the first female chief executive of racing’s ruling body, has been hailed as “an excellent operator” by the offic …
Business|UK staff: how is your employer introducing a sense of community to a virtual office?|How are employers helping homeworking colleagues keep in touch with each other? Are you using apps that encourage you to make contact with each other …
Business|UK employment falls amid Covid-19 crisis; S&P 500 fails to hit record high - business live|Summary: A late update: The S&P 500 failed to hit that all-time high, as doubts emerged over whether Congress will actually pass a stimulus package. The three …
Sport|Fantasy Premier League winner disqualified over 'player comments'|Summary: With millions of players around the world, the Fantasy Premier League is meant to recreate the competitive excitement and experience of managing a foo …
Business|UK government urged to justify £108m contact-tracing deal with Serco|Summary: The government has been urged to demonstrate there was no favouritism at play in awarding Serco a contact-tracing contract worth £108m, as a leaked me …
Business|Stories of jobseekers show true impact of Covid-19 on employment|The true consequences of the coronavirus lockdown on employment are becoming clear, as official figures show that almost three-quarters of a million j …
Politics|Scottish Conservatives appoint Ruth Davidson as Holyrood leader|The Scottish Conservatives have appointed Ruth Davidson as their leader in Holyrood, hours before she was due to face Nicola Sturgeon again at first m …
Business|Mike Ashley's Frasers Group delays results for second year running|Mike Ashley’s Frasers Group has delayed its annual results presentation for the second year running saying it needs more time to complete its accounts …
Sport|County cricket: Essex top South Group as Notts collapse to Yorkshire – as it happened|At Chelmsford, Simon Harmer did what he does best: pluck ripe batsmen from the overhanging tree. Beard neatly trimmed, sunglasses on, short sleeves fl …
Sport|England's Anthony Watson does not want players forced to take knee|The England and Bath wing Anthony Watson has insisted there is no point forcing Premiership players to take a knee before matches in support of the Bl …
Sport|Premiership clubs hit by Covid-19 could forfeit 20-0, says Sale's Diamond|Premiership rugby teams could be required to forfeit games 20-0 if they cannot play because their players have coronavirus. Premiership Rugby insists …
Sport|Rugby league in turmoil after five Hull FC players test positive for Covid|Super League has suffered a major blow just two weeks in to the competition’s resumption after a number of Hull FC players, who played in Sunday’s fix …
Business|Don't be fooled – under Covid-19, the UK labour market is in crisis|Rishi Sunak knows it. Andrew Bailey knows it. Every economic pundit knows it. The UK labour market is facing its grimmest period in decades. It is not …
Business|Covid-19: UK economy plunges into deepest recession since records began|Summary: Britain has entered the deepest recession since records began as official figures on Wednesday showed the economy shrank by more than any other major …
Business|How does UK's Covid recession compare with previous ones?|The coronavirus pandemic has plunged Britain’s economy into the deepest slump since quarterly records began, with the country officially confirmed in …
Sport|Dom Sibley is all ears as he thinks on his feet against the Pakistan attack|Azhar Mahmood gave a beautifully simple explanation during the first Test of what Mohammad Abbas seeks to do with a cricket ball, a match Pakistan app …
Business|Tale of two recoveries: business rallies in Windermere but slows in Crawley|If there was a corner of the UK that felt the sharp impact of recession first, it was the tourist honeypot of Windermere. Visitors disappeared overnig …
Business|UK falls into recession as GDP tumbles 20.4% in April-June - as it happened|Summary: And finally, the UK stock market has closed at its highest level in over three weeks - as Britain’s slump into recession fails to alarm investors. The …
Sport|Jordan Spieth tries and fails to recover the brilliance of his carefree youth|Last Thursday afternoon in San Francisco three men were out alone on the range at TPC Harding Park: Jordan Spieth, his caddie, Michael Greller, and hi …
Sport|Clippers' Patrick Beverley out to 'shine a light' on Chicago after killing of friend|Los Angeles Clippers point guard Patrick Beverley said he wants to “shine a light” on his hometown of Chicago after losing one of his best friends to …
Sport|'This is a wake-up call': How will pro cycling address its own climate crisis?|When it comes to climate change, professional cycling faces something of a paradox. The sport is, on one hand, the high-performance version of a clima …
Business|Wages growth figures are historically bad – but they are likely to be the best we will see for a while|The latest release of the wages data from the Australian Bureau of Statistics shows that our wages are now growing slower than ever recorded. Worse is …
Sport|Premiership rugby union will restart with three teams taking a knee|Players from three clubs will take a knee when the Premiership resumes this week as part of the tournament’s new Rugby Against Racism campaign which a …
Politics|MPs ask No 10 to clarify Dominic Cummings role in defence review|Summary: A group of MPs has demanded Downing Street clarify Dominic Cummings’ role in the defence and foreign policy review, saying it is unclear who is in cha …
Business|20 offices turned into 2,000 individual pods for post-Covid working|Summary: Welcome to cube city. Xu Weiping, a Chinese multimillionaire, has a vision for the future of office work in the post-Covid-19 pandemic world: thousand …
Politics|Priti Patel seeks advice on confirming legality of poppers|Summary: The home secretary has sought to clarify the legal status of poppers, in a move campaigners said highlighted “the absurdity of current drug legislatio …
Business|Scotch whisky makers rail against UK government inaction over US tariffs|The Scotch whisky industry has attacked the UK government for its “inexplicably slow” action against hefty tariffs imposed on whisky imports by the US …
Business|Daily Mail publisher to cut up to 100 jobs as revenues fall|The publisher of the Daily Mail, Mail on Sunday, the i and Metro is to cut up to 100 roles as the coronavirus pandemic continues to hammer the newspap …
Sport|NRL round 14: Sydney Roosters 6-24 Melbourne Storm – as it happened|Well, that was unexpected. Melbourne Storm romp to the top of the NRL ladder looking every inch premiership favourites - without Cameron Smith or Came …
Business|US initial jobless claims fall below 1m; oil demand cut - as it happened|And finally, Europe’s stock markets have ended the day lower, with a chunky selloff in London. The Stoxx 600 index dropped by 0.5% today, with small l …
Politics|'Eat out' scheme muddles Covid messaging, says Leicester health chief|The public health chief managing the Covid outbreak in Leicester has raised concerns over the government’s “eat out to help out” scheme and called for …
Sport|England v Pakistan: second Test, day one – as it happened|Sam Curran has his say ... Not a great return for Fawad Alam ... Vic Marks reports on the day’s play. That’s all, pedants: play has been abandoned for …
Politics|No 10 pushes ahead with shake-up of Whitehall press offices|Downing Street is pressing ahead with a radical centralisation of communications that will hand unprecedented control to No 10 and could lead to hundr …
Sport|Sam Curran happy to pick Anderson's brains to help take wickets for England|Summary: Talk of Jimmy Anderson’s impending retirement has proved to be greatly exaggerated and Sam Curran, still shocked by the suggestion of it, intends to p …
Sport|This weekend has to be day one of rugby union's fight against racism|Summary: Black lives matter. Those three words – a statement distilled to its purest form – are the best explanation I can give as to why I will take a knee wh …
Sport|Super shot fades as more traditional skills light up Super Netball courts|The start to the 2020 Super Netball season was meant to be all about the controversial super shot, such was the hype and excitement surrounding its in …
Business|BHP withdraws support for Australia's use of carryover credits to meet emissions target|Mining giant BHP has reversed its position on Australia’s use of carryover credits to meet global greenhouse gas emissions targets, saying in a review …
Business|‘It’s called jobkeeper for a reason’: Morrison responds to companies subsidising dividends|The prime minister, Scott Morrison, has responded to reports that companies are using the jobkeeper income support scheme to subsidise dividends to sh …
Business|Travel firms drop £2bn in value after France added to UK Covid quarantine list|At least £2bn was wiped off the stock market value of Europe’s travel and leisure industry on Friday, in a wide ranging sell-off prompted by the UK go …
Politics|Gavin Williamson under pressure to resign over A-level results 'fiasco'|Gavin Williamson is facing increasing pressure over the education department’s mishandling of this summer’s exam results in England, with the Liberal …
Business|UK travel firms say France quarantine move is 'devastating blow'|Airlines and holiday firms have warned the sudden change to UK quarantine rules on travel to France is a “devastating blow” to the industry and will l …
Business|Markets hit by UK quarantine move and China retail sales fall - as it happened|And finally, after a turbulent day the FTSE 100 index has closed down 1.5%. The blue-chip index lost 93 points to finish at 6,092, wiping out the gain …
Sport|Dylan Hartley reveals Eddie Jones's 'brutal' three-word end to England days|The former England captain Dylan Hartley has revealed the brutal manner in which his international career was ended by Eddie Jones, who simply told hi …
Business|New rules 'put future of soft play centres in England at risk'|They are a lifeline for parents: somewhere affordable where children can exercise and play. But as soft play centres prepare to reopen on Saturday, in …
Sport|Talking Horses: Dettori picks France over York despite quarantine rules|In a sobering moment for British racing Frankie Dettori, one of its most popular ambassadors, has chosen to ride in France this weekend rather than ta …
Sport|Jimmy Anderson shows there is plenty of life in oldest swinger|Summary: It looked like the simplest little trick, as predictable and familiar as a father’s are to his teenage son. In the first over of this Test, Jimmy Ande …
Business|A tents situation – UK staycation boom fuels run on camping toilets|The rush to take holidays under canvas has prompted a run on the home comforts that make tent life more congenial – and resulted in shortage of campin …
Sport|Ronnie O'Sullivan sparks snooker debate after an event like no other|From the automated crowd noise to the swathes of empty seats, nothing about this year’s World Snooker Championship has been normal. Well, almost nothi …
Business|'It's the worst I've ever seen': London’s West End struggles to bounce back|Mid-August should be boom time for central London. The streets would usually bustle with shoppers, workers and tourists, looking to spend their cash i …
Sport|AFL 2020 round 12: Melbourne into the top eight after hammering Collingwood – as it happened|Credit first to Melbourne. They’re into a finals spot with their fifth win in seven matches, their third on the spin - all of which have featured scor …
Sport|England v Pakistan: second Test, day three – as it didn't happen|And what a day it’s been. Thanks for your company, apologies for the English weather. See you in the morning for more frustration. “Good morning Rob,” …
Sport|Bath stay in contention as Spencer and Dunn inspire victory over London Irish|Summary: They started the weekend in sixth, then the match in eighth, but Bath finished the day in fourth, in the play-off zone. They hold that precious seat c …
Sport|England face third-Test selection headache after day stuck in the dark|“It’s a tough one. I don’t know what is the best way to go,” said Stuart Broad on Friday evening. He was not talking about the game’s reaction to bad …
Sport|England's Zak Crawley says playing in bad light could risk 'life-changing' injury|Summary: Zak Crawley dreams of scoring his maiden Test century for England but remains cautious about playing through bad light for fear of a career-changing i …
Sport|'Others did less but got more': England's lost generation of black cricketers|A few weeks ago Mark Nelson picked up an old scorecard, a memento from a Test he played for England Under-19s against India back in 2006. It was a goo …
Sport|Bristol keep up pressure on Exeter after late penalty try sees off Saracens|This was not the most compelling argument for summer rugby, but Bristol have used the lockdown to inject themselves with pragmatism. Anyone looking fo …
Sport|MS Dhoni retires from international cricket after 535 matches for India|Summary: MS Dhoni played his final game for India 13 months ago but the simple announcement of his international retirement on Saturday nevertheless sparked an …
Business|The Morrison government is trying to lock in a less equitable economy for years to come|Summary: As the pandemic crisis continues we need to focus not just on the economic recovery but what kind of economy and society we want that recovery to lead …
Sport|Ronnie O'Sullivan leads Crucible final despite fightback from Kyren Wilson|Summary: Ronnie O’Sullivan holds an overnight lead in the 2020 world championship final, but both he and Kyren Wilson know that snooker’s showpiece event is th …
Business|Who’s in the bigger hole when an ethical investor divests from BHP?|At this point in history, time does not appear to have been especially kind to the views of the famed economist Milton Friedman. He may be one of the …
Business|Quarantine rules threaten to leave travel firms and their staff stranded|Summary: The coronavirus pandemic has thrown the travel industry into a tailspin. In the latest blow for the sector, the government last week imposed quarantin …
Politics|Is Rishi Sunak, the people's chancellor, about to lose his crown?|When Sajid Javid was thrown out of No 11 in February 2020, few outside Westminster had even heard of his successor. Rishi Sunak had been an MP for les …
Sport|Jean-Baptiste Alaize: 'I run to survive. That is my destiny'|French Paralympian Jean-Baptiste Alaize has flown in to Paris from Miami, where he’s been living, on a cheap flight that has taken about 22 hours and …
Business|Postmaster general’s changes causing mail delays, USPS workers say|Workers at the United States Postal Service (USPS) say changes being implemented by recently appointed postmaster general and major Donald Trump donor …
Business|One of England's last coalmines to close near Durham|Thousands of years of English coalmining will near an end this week with the closure of one of the country’s last remaining coalmines in Bradley near …
Business|The Covid-19 recession feels mild compared with the 1980s – so far|Those of us with long enough memories can vividly recall the recession of the early 1980s. Unemployment climbed inexorably as many of the big names of …
Business|Serco given contact-tracing job despite asylum-seekers fine|Summary: Serco, the company awarded a contact-tracing contract worth £108m, was fined £2.6m for failures on another government contract just months ago, the Gu …
Business|Tesco to take on Amazon with free home delivery for premium cardholders|Tesco is to introduce free home delivery to members of its premium loyalty scheme, pitching it head to head with Amazon as the US tech firm seeks a bi …
Sport|Jack Willis helps Wasps to dominate the breakdown in win against Northampton|After five months of famine, and a couple of days of penalty-fests, finally something to feast on. Jack Willis produced a breakdown masterclass in fro …
Sport|Ronnie O'Sullivan outclasses Kyren Wilson to win sixth world snooker title|Perhaps when you weigh everything up, it is only right that this unique World Snooker Championship belongs to Ronnie O’Sullivan. There are many words …
Business|Jamie Oliver's worst nightmare: the return of the Turkey Twizzler|It was junk food loathed by nutritionists and loved by children and eventually banned from school menus after a high-profile campaign by the chef Jami …
Sport|Pure AFL theatre: the joy and pain of after-the-siren winning goals|If it is theatre you are after, look no further than the holy grail of footy: the winning goal after the siren. For sheer exhilaration, hangers are gr …
Business|Fears overcrowding in Wetherspoon pubs may lead to Covid spike|Fears that relaxed summer socialising will lead to a surge in Covid-19 cases around the UK have been heightened after concerns that JD Wetherspoon is …
Business|Tata Motors denies it plans to sell stake in Jaguar Land Rover|Tata Motors has denied reports it plans to sell its stake in Jaguar Land Rover after a breakdown in talks with the the UK government to secure a finan …
Business|PwC and Schroders will allow staff to work from home after Covid crisis|PricewaterhouseCoopers and Schroders are to allow the majority of staff to continue to work from home after the Covid-19 pandemic as the health emerge …
Politics|Stuart Christie obituary|In 1964 a dashing, long-haired 18-year-old British anarchist, Stuart Christie, faced the possibility of the death penalty in Madrid for his role in a …
Politics|Phyllis Hayward obituary|My grandmother Phyllis Hayward, who has died aged 99, was a staunch socialist who was active in the women’s section of the Labour party. When her husb …
Sport|Is Australian rugby union destined for a Super League war of its own?|With no resolution to the current standoff between Australia and New Zealand, the neighbouring nations may be heading towards a Super League-style war …
Politics|Despite exam fiasco, Gavin Williamson's job appears safe – for now|Gavin Williamson was already known at Westminster for his chutzpah, his meteoric rise to defence secretary followed by a dramatic fall from grace afte …
Sport|Ultrarunner Coree Aussem-Woltering: 'I want to show gay people are extremely active'|Summary: Coree Aussem-Woltering and his teammates paddled downriver on Fiji’s largest island, Viti Levu. They were one of 66 teams from 30 countries competing …
Sport|Dylan Hartley's alarming England tales leave rugby with no place to hide|Summary: It was always likely that Dylan Hartley’s soon-to-be published autobiography would cause a ripple or two. Few rugby players have managed to divide opi …
Politics|Andy Burnham on Covid: 'We're a clear voice telling the machine what it's doing wrong'|Eleven years ago, Andy Burnham stood up in the House of Commons and delivered a sombre statement about a pandemic sweeping the nation. Twenty-nine peo …
Business|Persimmon restores shareholder payout as house sales surge|Housebuilder Persimmon has restored its shareholder payout after a boom in sales since the start of July, as the government’s stamp duty holiday helps …
Sport|Audacious to the end, on and off the court: the remarkable Angela Buxton|I met Angela Buxton only once, in New York about a year ago, at the US Open. What a treat it was. She was sitting there in her wheelchair in the main …
Business|Eat out to help out: Britons claim 35m discounted meals|More than 35m discounted meals were claimed in the first two weeks of the government’s “eat out to help out” scheme for Britain’s hard-pressed hospita …
Business|Asda beefs up grocery delivery service as online sales double|Asda is to expand its grocery delivery capacity by 40% and extend a partnership with takeaway courier group Uber Eats after a surge in demand for home …
Sport|AFL’s Irish experiment faces testing time amid restricted movement|There have never been more Irish players in the AFL and collectively they continue to break new ground. The relationship spans 30 years and in January …
Sport|Adil Rashid could be handed surprise England Test recall this winter|Ed Smith, England’s national selector, believes Adil Rashid still wants to play Test cricket and insists his status as a white-ball-only player at Yor …
Politics|Sturgeon told of Salmond allegations earlier than thought, inquiry told|Nicola Sturgeon was warned about allegations of misconduct against Alex Salmond in November 2017, five months earlier than previously thought, Scotlan …
Politics|'Shifting deckchairs' and scrapping PHE all part of Covid-19 blame game|Summary: “There is nothing in this proposal that would enable him in my mind to do anything that he can’t already do with his existing powers.” That was Andrew …
Sport|British and Irish Lions tour to South Africa may not take place next year|The British & Irish Lions tour of South Africa may not take place next year if supporters are not allowed to attend because of Covid-19 restrictions, …
Business|Marks & Spencer job cuts highlight how slow company has been to change|There has barely been a moment in the past 20 years when Marks & Spencer has not been in restructuring mode, so nobody can be shocked that the Covid c …
Sport|County cricket: Hampshire thrash Surrey, Essex hold on at Sussex – as it happened|Surrey collapsed in astonishing fashion on the final afternoon at Arundel as James Fuller took a hat-trick. A nick to first slip, an lbw and a cascade …
Sport|Talking Horses: Ghaiyyath is worthy favourite as Ebor Festival begins|Just five runners go to post for the Juddmonte International Stakes, the Group One feature of the first day at York’s Ebor Festival. The fact that the …
Sport|Prince Andrew links pose awkward questions before R&A's Women's Open|Summary: This marks a big week for the R&A. Its corporate wing, denied a week in the sun with a 2020 Open Championship, will seek to emphasise everything that …
Business|Quesadillas or cashew stir-fry? Meal kits boom as UK seeks inspiration|Offering anything from family favourites such as spaghetti bolognese to tofu tagines and Japanese rice bowls, meal kits have enjoyed a sales surge dur …
Politics|Met closes inquiry into Alex Salmond with no further action|Summary: The Metropolitan police has closed its investigation into historical allegations against Alex Salmond after its review this year. The force said it fi …
Politics|Jeremy Corbyn: government lectured me about herd immunity|Jeremy Corbyn has said the government “lectured” him about herd immunity during cross-party coronavirus talks, a policy he described as “eugenic”. The …
Sport|Brailsford solves Ineos's Tour de France problem by accident or design|As Sherlock Holmes said, when you have eliminated the impossible what remains is the truth. The Mystery of the Missing Ineos Two was the main talking …
Business|UK inflation rises as lockdown eases; Apple hits $2tn value - as it happened|And finally, European stock markets have ended the day higher. Spirits were lifted by the latest rally on Wall Street, and hopes that the global econo …
Business|Marriott International faces class action suit over mass data breach|Hotel group Marriott International is facing a class action lawsuit in London’s high court from millions of customers, who are seeking compensation af …
Business|Elon Musk becomes world's fourth richest man on Tesla boom|Elon Musk has soared through the global wealth league this year and become the world’s fourth richest person, after a boom in the share price of the T …
Sport|AFLW stifled as more players turn their back in favour of greener pastures|Carlton will be without star midfielder Chloe Dalton for the 2021 AFLW season after the 27-year-old stepped away from the game to pursue Olympic gold, …
Sport|AFL faces another difficult decision as states jockey for grand final hosting rights|Just once in the last 75 years has a VFL/AFL grand final been played anywhere but the Melbourne Cricket Ground. And it is an occasion usually remember …
Business|There appears to be a growing comfort with the reality that dark economic times are here to stay|Summary: When the pandemic spread around the globe in February and into March, among the immediate impacts was a sharp spike in the level of uncertainty around …
Sport|R&A hopes hard work pays off as Royal Troon welcomes Women's Open|If there can be no question that the R&A’s decision to postpone this year’s men’s Open Championship was the correct one, the governing body’s willingn …
Business|Suburbs lead London's economic recovery while city centre struggles|London’s suburbs are leading the capital’s economic recovery from the pandemic, as consumers shop and dine out locally, while the absence of office wo …
Politics|UK could drop Croatia from travel corridor amid rise in Covid cases|Croatia faces being removed from the UK’s travel corridor list, with imported Covid-19 infections from the country having been identified, the Guardia …
Business|British Gas faces industrial action over 'fire and rehire' plans|British Gas faces the threat of a strike after workers voted overwhelmingly in favour of industrial action in response to the energy giant’s “fire and …
Business|Boeing publicises new name for 737 Max planes after crashes|Boeing appears to have started quietly dropping the “Max” from its 737 Max aircraft in the wake of recent air disasters, instead referring to a 737-8. …
Business|International travel cap keeping out 18,000 Australians who want to come home|The cap on international arrivals to Australia is a “significant challenge” for 18,800 Australians overseas still trying to return home, the Departmen …
Sport|Talking Horses: Bank on Walhaan to bash bookies at York's Ebor meeting|The Yorkshire Oaks is the most prestigious event on the second day on the Knavesmire but the one-mile Clipper Logistics Handicap is the race most punt …
Business|UK car dealer sales rise as Covid drives people from public transport|Car dealerships have reported a jump in new and used vehicle sales in July as buyers rushed to secure alternatives to public transport following the e …
Sport|Durable duo Stuart Broad and Jimmy Anderson refuse to let it all go|They refuse to go away; they refuse to stop. Quite why Duracell has failed to use Jimmy Anderson and Stuart Broad in its advertising campaigns remains …
Sport|Azhar Ali backs Afridi and Shah to help level Test series with England|Azhar Ali will continue to back the two inexperienced quicks in his bowling attack as Pakistan look to level the Test series against England at the Ro …
Business|US jobless claims back over 1m, as recovery doubts hit markets - as it happened|After a rough day’s trading, the UK stock market has closed at its lowest level in three weeks. The FTSE 100 has ended the day down 98 points or 1.6% …
